Origin,Persona,Token,Count
interview,Police man,technological,1
interview,Police man,advancement,1
interview,Police man,today,13
interview,Police man,digital,32
interview,Police man,age,5
interview,Police man,several,4
interview,Police man,key,6
interview,Police man,area,13
interview,Police man,learner,31
interview,Police man,acquire,7
interview,Police man,best,7
interview,Police man,suited,5
interview,Police man,business,46
interview,Police man,top,1
interview,Police man,skill,17
interview,Police man,highly,3
interview,Police man,sought,1
interview,Police man,world,11
interview,Police man,include,4
interview,Police man,data,26
interview,Police man,analytics,8
interview,Police man,ability,3
interview,Police man,analyze,5
interview,Police man,interpret,3
interview,Police man,crucial,5
interview,Police man,making,1
interview,Police man,informed,4
interview,Police man,decision,4
interview,Police man,help,11
interview,Police man,extract,1
interview,Police man,valuable,4
interview,Police man,insight,4
interview,Police man,large,1
interview,Police man,datasets,1
interview,Police man,drive,4
interview,Police man,strategy,6
interview,Police man,operation,2
interview,Police man,marketing,15
interview,Police man,online,15
interview,Police man,presence,3
interview,Police man,strong,5
interview,Police man,understanding,8
interview,Police man,technique,7
interview,Police man,seo,3
interview,Police man,sem,1
interview,Police man,social,4
interview,Police man,medium,4
interview,Police man,content,1
interview,Police man,give,2
interview,Police man,competitive,4
interview,Police man,edge,2
interview,Police man,coding,5
interview,Police man,web,3
interview,Police man,development,4
interview,Police man,basic,2
interview,Police man,knowledge,2
interview,Police man,beneficial,3
interview,Police man,looking,3
interview,Police man,work,1
interview,Police man,industry,2
interview,Police man,start,1
interview,Police man,language,1
interview,Police man,html,1
interview,Police man,cs,1
interview,Police man,javascript,1
interview,Police man,create,2
interview,Police man,maintain,1
interview,Police man,website,1
interview,Police man,software,1
interview,Police man,application,1
interview,Police man,cybersecurity,11
interview,Police man,cyber,4
interview,Police man,threat,5
interview,Police man,continue,2
interview,Police man,evolve,2
interview,Police man,ha,4
interview,Police man,become,2
interview,Police man,critical,2
interview,Police man,focus,4
interview,Police man,acquiring,7
interview,Police man,protect,3
interview,Police man,sensitive,2
interview,Police man,secure,2
interview,Police man,asset,3
interview,Police man,rise,2
interview,Police man,shopping,2
interview,Police man,platform,7
interview,Police man,interested,1
interview,Police man,starting,1
interview,Police man,retail,1
interview,Police man,working,1
interview,Police man,overall,3
interview,Police man,diverse,1
interview,Police man,range,1
interview,Police man,adapt,2
interview,Police man,constantly,1
interview,Police man,changing,1
interview,Police man,landscape,7
interview,Police man,remain,1
interview,Police man,staying,2
interview,Police man,latest,2
interview,Police man,technology,3
interview,Police man,trend,4
interview,Police man,position,4
interview,Police man,success,6
interview,Police man,science,2
interview,Police man,vast,3
interview,Police man,amount,3
interview,Police man,generated,2
interview,Police man,derive,2
interview,Police man,make,4
interview,Police man,identify,2
interview,Police man,improve,1
interview,Police man,performance,2
interview,Police man,increasingly,3
interview,Police man,rely,2
interview,Police man,reach,3
interview,Police man,engage,1
interview,Police man,target,3
interview,Police man,audience,3
interview,Police man,understand,6
interview,Police man,email,1
interview,Police man,promote,1
interview,Police man,product,2
interview,Police man,service,3
interview,Police man,effectively,4
interview,Police man,transformed,1
interview,Police man,way,1
interview,Police man,operate,1
interview,Police man,transaction,2
interview,Police man,taking,1
interview,Police man,place,1
interview,Police man,payment,1
interview,Police man,system,2
interview,Police man,storefront,1
interview,Police man,establish,1
interview,Police man,grow,1
interview,Police man,growing,1
interview,Police man,attack,2
interview,Police man,breach,1
interview,Police man,information,2
interview,Police man,network,1
interview,Police man,mitigate,1
interview,Police man,potential,2
interview,Police man,risk,1
interview,Police man,design,3
interview,Police man,user,3
interview,Police man,experience,2
interview,Police man,ux,1
interview,Police man,interface,2
interview,Police man,ui,1
interview,Police man,play,1
interview,Police man,vital,2
interview,Police man,role,1
interview,Police man,creating,1
interview,Police man,successful,1
interview,Police man,intuitive,1
interview,Police man,enhance,1
interview,Police man,customer,2
interview,Police man,satisfaction,1
interview,Police man,engagement,1
interview,Police man,thrive,2
interview,Police man,economy,1
interview,Police man,continued,1
interview,Police man,learning,2
interview,Police man,updated,1
interview,Police man,rapidly,1
interview,Police man,evolving,1
interview,Police man,one,1
interview,Police man,important,1
interview,Police man,analysis,3
interview,Police man,interpretation,1
interview,Police man,heavily,1
interview,Police man,reliant,1
interview,Police man,growth,2
interview,Police man,proficient,1
interview,Police man,tool,2
interview,Police man,able,1
interview,Police man,gather,1
interview,Police man,strategic,1
interview,Police man,recommendation,1
interview,Police man,additionally,1
interview,Police man,also,2
interview,Police man,turning,1
interview,Police man,includes,1
interview,Police man,effective,2
interview,Police man,campaign,1
interview,Police man,optimize,2
interview,Police man,maximum,1
interview,Police man,impact,1
interview,Police man,lastly,1
interview,Police man,familiarity,1
interview,Police man,sale,1
interview,Police man,excel,1
interview,Police man,move,1
interview,Police man,grasp,1
interview,Police man,practice,3
interview,Police man,individual,1
interview,Police man,job,1
interview,Police man,market,1
interview,Police man,focusing,1
interview,Police man,gain,1
interview,Police man,advantage,1
interview,Police man,essential,4
interview,Police man,daily,1
interview,Police man,advertising,1
interview,Police man,made,1
interview,Police man,set,2
interview,Police man,manage,1
interview,Police man,store,1
interview,Police man,utilize,1
interview,Police man,increasing,1
interview,Police man,number,1
interview,Police man,protecting,1
interview,Police man,detection,1
interview,Police man,prevention,1
interview,Police man,safeguard,1
interview,Police man,cloud,4
interview,Police man,computing,2
interview,Police man,offer,1
interview,Police man,scalability,1
interview,Police man,flexibility,1
interview,Police man,infrastructure,1
interview,Police man,storage,1
interview,Police man,leverage,1
interview,Police man,develop,1
interview,Police man,foundation,1
interview,Police man,contribute,1
interview,Police man,organization,1
interview,Police man,available,1
interview,Police man,collect,1
interview,Police man,professional,3
interview,Police man,search,1
interview,Police man,engine,1
interview,Police man,optimization,1
interview,Police man,reaching,1
interview,Police man,engaging,1
interview,Police man,programming,1
interview,Police man,everyone,1
interview,Police man,need,2
interview,Police man,coder,1
interview,Police man,read,1
interview,Police man,write,1
interview,Police man,code,1
interview,Police man,open,1
interview,Police man,variety,1
interview,Police man,opportunity,1
interview,Police man,field,1
interview,Police man,app,1
interview,Police man,project,3
interview,Police man,management,2
interview,Police man,environment,1
interview,Police man,ensuring,1
interview,Police man,task,1
interview,Police man,completed,1
interview,Police man,time,1
interview,Police man,within,1
interview,Police man,budget,1
interview,Police man,plan,1
interview,Police man,execute,1
interview,Police man,monitor,1
interview,Police man,apart,1
interview,Police man,technological,1
interview,Police man,advancement,1
interview,no persona,today,11
interview,no persona,digital,38
interview,no persona,age,5
interview,no persona,several,4
interview,no persona,key,5
interview,no persona,area,8
interview,no persona,learner,31
interview,no persona,acquire,8
interview,no persona,best,7
interview,no persona,suited,5
interview,no persona,business,40
interview,no persona,essential,5
interview,no persona,skill,26
interview,no persona,include,3
interview,no persona,data,28
interview,no persona,analytics,9
interview,no persona,big,1
interview,no persona,ability,3
interview,no persona,analyze,4
interview,no persona,interpret,1
interview,no persona,crucial,4
interview,no persona,making,1
interview,no persona,informed,4
interview,no persona,decision,5
interview,no persona,tool,5
interview,no persona,technique,4
interview,no persona,extract,2
interview,no persona,valuable,11
interview,no persona,insight,5
interview,no persona,large,1
interview,no persona,datasets,1
interview,no persona,marketing,23
interview,no persona,majority,2
interview,no persona,operation,1
interview,no persona,moving,1
interview,no persona,online,10
interview,no persona,strong,4
interview,no persona,understanding,7
interview,no persona,strategy,6
interview,no persona,familiar,1
interview,no persona,social,5
interview,no persona,medium,5
interview,no persona,search,3
interview,no persona,engine,3
interview,no persona,optimization,3
interview,no persona,email,3
interview,no persona,channel,2
interview,no persona,coding,6
interview,no persona,web,4
interview,no persona,development,4
interview,no persona,basic,3
interview,no persona,incredibly,2
interview,no persona,world,8
interview,no persona,even,1
interview,no persona,pursuing,1
interview,no persona,career,1
interview,no persona,developer,2
interview,no persona,website,3
interview,no persona,application,3
interview,no persona,built,2
interview,no persona,help,10
interview,no persona,communicate,2
interview,no persona,better,1
interview,no persona,technical,1
interview,no persona,team,2
interview,no persona,make,6
interview,no persona,project,9
interview,no persona,cybersecurity,13
interview,no persona,cyber,8
interview,no persona,threat,6
interview,no persona,continue,2
interview,no persona,evolve,1
interview,no persona,need,4
interview,no persona,professional,3
interview,no persona,protect,4
interview,no persona,sensitive,3
interview,no persona,system,3
interview,no persona,malicious,1
interview,no persona,attack,4
interview,no persona,acquiring,10
interview,no persona,highly,4
interview,no persona,modern,1
interview,no persona,landscape,6
interview,no persona,management,6
interview,no persona,often,1
interview,no persona,require,1
interview,no persona,ensure,2
interview,no persona,completed,1
interview,no persona,time,1
interview,no persona,within,2
interview,no persona,budget,1
interview,no persona,knowledge,5
interview,no persona,methodology,2
interview,no persona,effectively,6
interview,no persona,plan,2
interview,no persona,execute,2
interview,no persona,monitor,2
interview,no persona,initiative,1
interview,no persona,position,4
interview,no persona,success,4
interview,no persona,stay,3
interview,no persona,ahead,2
interview,no persona,rapidly,3
interview,no persona,changing,1
interview,no persona,technological,1
interview,no persona,evolving,3
interview,no persona,core,1
interview,no persona,many,1
interview,no persona,environment,3
interview,no persona,including,2
interview,no persona,visualization,1
interview,no persona,interpretation,1
interview,no persona,analysis,3
interview,no persona,provide,2
interview,no persona,strategic,1
interview,no persona,planning,1
interview,no persona,transaction,1
interview,no persona,occurring,1
interview,no persona,solid,1
interview,no persona,principle,1
interview,no persona,includes,2
interview,no persona,seo,4
interview,no persona,advertising,1
interview,no persona,growth,4
interview,no persona,ha,3
interview,no persona,exponential,1
interview,no persona,recent,1
interview,no persona,year,1
interview,no persona,setting,1
interview,no persona,managing,1
interview,no persona,store,2
interview,no persona,payment,2
interview,no persona,gateway,1
interview,no persona,optimizing,1
interview,no persona,customer,3
interview,no persona,experience,1
interview,no persona,increasing,4
interview,no persona,breach,3
interview,no persona,practice,2
interview,no persona,protecting,1
interview,no persona,information,4
interview,no persona,maintaining,1
interview,no persona,trust,1
interview,no persona,cloud,5
interview,no persona,computing,2
interview,no persona,technology,1
interview,no persona,revolutionized,1
interview,no persona,manage,1
interview,no persona,access,1
interview,no persona,platform,2
interview,no persona,aws,1
interview,no persona,azure,1
interview,no persona,google,1
interview,no persona,enable,1
interview,no persona,leverage,1
interview,no persona,scalability,1
interview,no persona,flexibility,1
interview,no persona,service,2
interview,no persona,asset,4
interview,no persona,competitive,4
interview,no persona,adapt,2
interview,no persona,demand,2
interview,no persona,focus,3
interview,no persona,amount,2
interview,no persona,generated,1
interview,no persona,draw,2
interview,no persona,learning,3
interview,no persona,drive,3
interview,no persona,market,1
interview,no persona,set,1
interview,no persona,promoting,1
interview,no persona,product,1
interview,no persona,understand,4
interview,no persona,content,2
interview,no persona,reach,3
interview,no persona,target,3
interview,no persona,audience,3
interview,no persona,programming,1
interview,no persona,language,1
interview,no persona,like,1
interview,no persona,html,1
interview,no persona,cs,1
interview,no persona,javascript,1
interview,no persona,create,2
interview,no persona,solution,1
interview,no persona,increase,2
interview,no persona,high,1
interview,no persona,prevent,2
interview,no persona,remains,1
interview,no persona,secure,2
interview,no persona,efficiency,1
interview,no persona,productivity,1
interview,no persona,workplace,1
interview,no persona,overall,2
interview,no persona,continuous,1
interview,no persona,upskilling,1
interview,no persona,foundation,1
interview,no persona,available,1
interview,no persona,presence,2
interview,no persona,vital,1
interview,no persona,sem,1
interview,no persona,go,1
interview,no persona,long,1
interview,no persona,way,1
interview,no persona,tech,1
interview,no persona,rise,1
interview,no persona,increasingly,1
interview,no persona,focusing,1
interview,no persona,shopping,1
interview,no persona,made,1
interview,no persona,sale,1
interview,no persona,one,1
interview,no persona,science,3
interview,no persona,rely,1
interview,no persona,behavior,1
interview,no persona,developing,2
interview,no persona,recommendation,1
interview,no persona,additionally,1
interview,no persona,importance,1
interview,no persona,implement,1
interview,no persona,comprehensive,1
interview,no persona,mastering,1
interview,no persona,engage,1
interview,no persona,lastly,1
interview,no persona,also,1
interview,no persona,consider,1
interview,no persona,proliferate,1
interview,no persona,network,1
interview,no persona,reducing,1
interview,no persona,risk,1
interview,no persona,ensuring,1
interview,no persona,continuity,1
interview,no persona,economy,1
focus_group,Police man,beneficial,3
focus_group,Police man,learner,38
focus_group,Police man,looking,2
focus_group,Police man,excel,1
focus_group,Police man,business,66
focus_group,Police man,world,17
focus_group,Police man,transaction,2
focus_group,Police man,move,1
focus_group,Police man,online,17
focus_group,Police man,strong,5
focus_group,Police man,grasp,1
focus_group,Police man,practice,5
focus_group,Police man,give,4
focus_group,Police man,individual,2
focus_group,Police man,competitive,7
focus_group,Police man,edge,4
focus_group,Police man,job,2
focus_group,Police man,market,2
focus_group,Police man,overall,3
focus_group,Police man,focusing,1
focus_group,Police man,digital,42
focus_group,Police man,area,18
focus_group,Police man,position,4
focus_group,Police man,success,5
focus_group,Police man,gain,1
focus_group,Police man,advantage,1
focus_group,Police man,today,15
focus_group,Police man,landscape,10
focus_group,Police man,several,3
focus_group,Police man,essential,9
focus_group,Police man,acquire,8
focus_group,Police man,best,8
focus_group,Police man,suited,5
focus_group,Police man,key,4
focus_group,Police man,include,3
focus_group,Police man,data,38
focus_group,Police man,analytics,9
focus_group,Police man,vast,4
focus_group,Police man,amount,4
focus_group,Police man,generated,1
focus_group,Police man,daily,1
focus_group,Police man,ability,2
focus_group,Police man,analyze,6
focus_group,Police man,derive,2
focus_group,Police man,insight,5
focus_group,Police man,crucial,7
focus_group,Police man,skill,23
focus_group,Police man,tool,5
focus_group,Police man,technique,6
focus_group,Police man,interpret,4
focus_group,Police man,effectively,8
focus_group,Police man,marketing,23
focus_group,Police man,age,5
focus_group,Police man,presence,4
focus_group,Police man,understand,6
focus_group,Police man,strategy,5
focus_group,Police man,social,6
focus_group,Police man,medium,6
focus_group,Police man,platform,5
focus_group,Police man,seo,5
focus_group,Police man,advertising,3
focus_group,Police man,help,15
focus_group,Police man,reach,6
focus_group,Police man,target,6
focus_group,Police man,audience,6
focus_group,Police man,growth,2
focus_group,Police man,shopping,2
focus_group,Police man,ha,2
focus_group,Police man,made,1
focus_group,Police man,set,2
focus_group,Police man,manage,2
focus_group,Police man,store,3
focus_group,Police man,optimize,4
focus_group,Police man,user,2
focus_group,Police man,experience,2
focus_group,Police man,utilize,3
focus_group,Police man,cybersecurity,20
focus_group,Police man,increasing,5
focus_group,Police man,number,2
focus_group,Police man,cyber,5
focus_group,Police man,threat,8
focus_group,Police man,vital,1
focus_group,Police man,protecting,1
focus_group,Police man,information,4
focus_group,Police man,detection,1
focus_group,Police man,prevention,1
focus_group,Police man,safeguard,2
focus_group,Police man,asset,4
focus_group,Police man,cloud,4
focus_group,Police man,computing,2
focus_group,Police man,offer,1
focus_group,Police man,scalability,1
focus_group,Police man,flexibility,1
focus_group,Police man,infrastructure,2
focus_group,Police man,storage,1
focus_group,Police man,service,1
focus_group,Police man,leverage,2
focus_group,Police man,technology,4
focus_group,Police man,operation,6
focus_group,Police man,acquiring,7
focus_group,Police man,develop,2
focus_group,Police man,foundation,2
focus_group,Police man,thrive,1
focus_group,Police man,contribute,1
focus_group,Police man,organization,1
focus_group,Police man,available,3
focus_group,Police man,rely,2
focus_group,Police man,make,5
focus_group,Police man,informed,5
focus_group,Police man,decision,5
focus_group,Police man,understanding,10
focus_group,Police man,collect,3
focus_group,Police man,valuable,7
focus_group,Police man,professional,4
focus_group,Police man,increasingly,2
focus_group,Police man,search,2
focus_group,Police man,engine,2
focus_group,Police man,optimization,2
focus_group,Police man,reaching,1
focus_group,Police man,engaging,1
focus_group,Police man,customer,4
focus_group,Police man,coding,4
focus_group,Police man,programming,1
focus_group,Police man,everyone,1
focus_group,Police man,need,4
focus_group,Police man,coder,1
focus_group,Police man,basic,2
focus_group,Police man,read,1
focus_group,Police man,write,1
focus_group,Police man,code,1
focus_group,Police man,open,1
focus_group,Police man,variety,1
focus_group,Police man,opportunity,1
focus_group,Police man,field,1
focus_group,Police man,web,3
focus_group,Police man,development,6
focus_group,Police man,app,1
focus_group,Police man,analysis,8
focus_group,Police man,continue,2
focus_group,Police man,evolve,1
focus_group,Police man,protect,6
focus_group,Police man,system,2
focus_group,Police man,potential,3
focus_group,Police man,attack,3
focus_group,Police man,knowledge,4
focus_group,Police man,project,4
focus_group,Police man,management,2
focus_group,Police man,environment,2
focus_group,Police man,effective,1
focus_group,Police man,ensuring,2
focus_group,Police man,task,1
focus_group,Police man,completed,1
focus_group,Police man,time,1
focus_group,Police man,within,2
focus_group,Police man,budget,1
focus_group,Police man,learning,1
focus_group,Police man,plan,1
focus_group,Police man,execute,1
focus_group,Police man,monitor,1
focus_group,Police man,apart,1
focus_group,Police man,adapt,2
focus_group,Police man,technological,2
focus_group,Police man,advancement,1
focus_group,Police man,making,1
focus_group,Police man,improve,1
focus_group,Police man,highly,1
focus_group,Police man,familiarize,1
focus_group,Police man,tactic,1
focus_group,Police man,enter,1
focus_group,Police man,website,1
focus_group,Police man,application,2
focus_group,Police man,built,1
focus_group,Police man,create,2
focus_group,Police man,work,2
focus_group,Police man,digitization,1
focus_group,Police man,critical,4
focus_group,Police man,focus,5
focus_group,Police man,safeguarding,1
focus_group,Police man,stay,2
focus_group,Police man,rapidly,1
focus_group,Police man,evolving,3
focus_group,Police man,police,4
focus_group,Police man,officer,4
focus_group,Police man,believe,3
focus_group,Police man,developing,2
focus_group,Police man,based,2
focus_group,Police man,also,5
focus_group,Police man,reliant,1
focus_group,Police man,sensitive,3
focus_group,Police man,able,3
focus_group,Police man,security,2
focus_group,Police man,paramount,1
focus_group,Police man,necessary,1
focus_group,Police man,space,1
focus_group,Police man,greatly,1
focus_group,Police man,enhance,1
focus_group,Police man,effort,1
focus_group,Police man,lastly,2
focus_group,Police man,becoming,1
focus_group,Police man,important,2
focus_group,Police man,continues,1
focus_group,Police man,grow,1
focus_group,Police man,popularity,1
focus_group,Police man,knowing,3
focus_group,Police man,drive,2
focus_group,Police man,traffic,1
focus_group,Police man,site,1
focus_group,Police man,aspiring,1
focus_group,Police man,conclusion,1
focus_group,Police man,combination,1
focus_group,Police man,better,2
focus_group,Police man,prepare,2
focus_group,Police man,demand,2
focus_group,Police man,modern,1
focus_group,Police man,cater,1
focus_group,Police man,one,2
focus_group,Police man,interpretation,2
focus_group,Police man,realm,1
focus_group,Police man,law,1
focus_group,Police man,enforcement,1
focus_group,Police man,play,1
focus_group,Police man,significant,1
focus_group,Police man,role,1
focus_group,Police man,solving,1
focus_group,Police man,crime,1
focus_group,Police man,identifying,1
focus_group,Police man,trend,1
focus_group,Police man,forecasting,1
focus_group,Police man,future,1
focus_group,Police man,criminal,1
focus_group,Police man,activity,1
focus_group,Police man,similarly,1
focus_group,Police man,consumer,1
focus_group,Police man,behavior,1
focus_group,Police man,additionally,2
focus_group,Police man,consider,1
focus_group,Police man,relying,1
focus_group,Police man,heavily,2
focus_group,Police man,risk,2
focus_group,Police man,increased,1
focus_group,Police man,substantially,1
focus_group,Police man,solid,1
focus_group,Police man,prevent,1
focus_group,Police man,financial,1
focus_group,Police man,loss,1
focus_group,Police man,due,1
focus_group,Police man,breach,3
focus_group,Police man,furthermore,1
focus_group,Police man,proficiency,1
focus_group,Police man,another,3
focus_group,Police man,explore,1
focus_group,Police man,email,2
focus_group,Police man,campaign,1
focus_group,Police man,increase,1
focus_group,Police man,brand,1
focus_group,Police man,visibility,1
focus_group,Police man,sale,1
focus_group,Police man,summary,1
focus_group,Police man,equipping,1
focus_group,Police man,needed,1
focus_group,Police man,navigate,1
focus_group,Police man,see,1
focus_group,Police man,importance,1
focus_group,Police man,reliance,1
focus_group,Police man,various,2
focus_group,Police man,software,3
focus_group,Police man,shift,1
focus_group,Police man,towards,1
focus_group,Police man,engagement,1
focus_group,Police man,maximize,1
focus_group,Police man,face,1
focus_group,Police man,identify,1
focus_group,Police man,mitigate,1
focus_group,Police man,maintain,2
focus_group,Police man,trust,1
focus_group,Police man,interested,1
focus_group,Police man,creating,1
focus_group,Police man,customized,1
focus_group,Police man,solution,2
focus_group,Police man,offering,1
focus_group,Police man,innovative,1
focus_group,Police man,meet,1
focus_group,Police man,specific,1
focus_group,Police man,relevant,1
focus_group,Police man,sense,1
focus_group,Police man,provide,2
focus_group,Police man,strategic,1
focus_group,Police man,planning,1
focus_group,Police man,visualization,1
focus_group,Police man,presenting,1
focus_group,Police man,complex,1
focus_group,Police man,clear,1
focus_group,Police man,easily,1
focus_group,Police man,understandable,1
focus_group,Police man,way,1
focus_group,Police man,concept,1
focus_group,Police man,secure,1
focus_group,Police man,assist,1
focus_group,Police man,securing,1
focus_group,Police man,high,1
focus_group,no persona,target,6
focus_group,no persona,audience,6
focus_group,no persona,coding,8
focus_group,no persona,web,3
focus_group,no persona,development,4
focus_group,no persona,basic,5
focus_group,no persona,knowledge,3
focus_group,no persona,incredibly,2
focus_group,no persona,valuable,6
focus_group,no persona,today,15
focus_group,no persona,business,52
focus_group,no persona,world,13
focus_group,no persona,understanding,9
focus_group,no persona,programming,6
focus_group,no persona,language,5
focus_group,no persona,like,4
focus_group,no persona,html,1
focus_group,no persona,cs,1
focus_group,no persona,javascript,2
focus_group,no persona,help,19
focus_group,no persona,learner,41
focus_group,no persona,create,2
focus_group,no persona,website,2
focus_group,no persona,application,2
focus_group,no persona,digital,48
focus_group,no persona,solution,1
focus_group,no persona,need,3
focus_group,no persona,cybersecurity,18
focus_group,no persona,increase,2
focus_group,no persona,cyber,8
focus_group,no persona,threat,7
focus_group,no persona,data,33
focus_group,no persona,breach,5
focus_group,no persona,skill,35
focus_group,no persona,high,1
focus_group,no persona,demand,1
focus_group,no persona,understand,4
focus_group,no persona,best,6
focus_group,no persona,practice,1
focus_group,no persona,protect,6
